"Title ID","Title","Annotation","Publisher","Copyright","OriginalCopyright","Translator","Author","Illustrator","Grade Level Span","Language","Genre","Classification","Culture","Topic","Discipline","Standard","Award"
"16902","Flower Hunter: William Bartram, America's First Naturalist, The","Young Billy Bartram keeps a journal about the plants of colonial United States as he and his botanist father, John Bartram, collect specimens and study native American plants. The journal includes political events, the family's friendship with Benjamin Franklin, and some somewhat dangerous expeditions. Illustrations using watercolor, gouache, and colored pencil bring the time period to life. This book includes a partial list of the hundreds of native plants the Bartrams collected and described.","Farrar, Straus, & Giroux","2004",,,"Deborah Kogan Ray",,"3 thru 5","English","Narrative Nonfiction",,,"Life Science (Biology)","English-Language Arts/Writing, Science","LS 4.3",
"16684","Flush","With their father jailed for sinking a river boat, Noah Underwood and his younger sister, Abbey, must gather evidence that the owner of the floating casino is emptying his bilge tanks into the protected waters around their Florida Keys home. Readers will be hooked on the story as the good guys try to do the right thing for the environment.","Knopf","2007","2005",,"Carl Hiaasen",,"3 thru 5, 6 thru 8","English","Fiction, Realistic Fiction",,,"Life Science (Biology)","History/Social Science, Science","LS 6.5",
"36717","Fly Away Home","A homeless boy who lives in an airport with his father, moving from terminal to terminal and trying not to be noticed, is given hope when he sees a trapped bird find its freedom. California author.","Clarion Books","1991",,,"Eve Bunting","Ronald Himler","K thru 2, 3 thru 5","English","Fiction, Realistic Fiction","Picture Book, Read Aloud",,"English-Language Arts/General","History/Social Science","HSS 1.5, HSS 2.4",
"41042","Fly Free!","Mai regularly comes to a Buddhist temple in Vietnam to feed some caged birds, wishing they were free. A series of good deeds, beginning with Mai, end with the birds being freed. “Fly free, fly free, in the sky so blue. When you do a good deed, it will come back to you!” This quiet story is illustrated with serene watercolors showing the good deeds done. A brief explanation of some Buddhist precepts concludes the book.","Boyds Mills Press","2010",,,"Roseanne Thong","Eujin Kim Neilan","K thru 2, 3 thru 5","English","Fiction","Picture Book","Vietnamese/Vietnamese American","Diversity, English-Language Arts/General, Ethnic Studies, Religion/Spirituality, World Cultures: Perspectives, Practices, and Products","English-Language Arts/General ",,
"824","Fly High! The Story of Bessie Coleman","Details the life of Bessie Coleman, an African American woman who proved her determination to become a pilot by traveling all the way to France to earn her pilot’s license after it was denied in America. In doing so, she became the first African American woman to earn the license. The book includes rich, dramatic illustrations that depict life in the 1920s.
","M. K. McElderry","2001",,,"Louise Borden, Mary Kay Kroeger","Teresa Flavin","K thru 2, 3 thru 5","English","Biography/Autobiography","Picture Book, Read Aloud","Black/African American","American History, Women’s Studies","History/Social Science","HSS 2.5",
"15871","Flying Ark, The","Animals that travel by airplane to zoos from the wild need special treatment. This book explains how they are made comfortable during the journey and facts about each animal are included. The animal facts are partnered with cartoonlike illustrations.","W. H. Freeman and Company","1990",,,"Carolyn Jackson","Graham  Bardell","3 thru 5","English","Nonfiction","Picture Book",,"Life Science (Biology)","Science","LS 3.3",
"37796","Flying Solo","When their substitute teacher fails to show up, the sixth-grade students quickly take charge of their class when nobody in the school seems to notice that they are without a teacher. The events of the day cause each student to come to terms with the earlier death of a classmate and to reflect on the words on the class poster: ""Character is how you act when nobody's watching.""","Clarion Books","1998",,,"Ralph Fletcher",,"3 thru 5","English","Realistic Fiction","Early Chapter Book",,"English-Language Arts/General","History/Social Science",,
"211","Fold Me A Poem","Bright illustrations highlight a series of poems featuring a young boy folding origami animals. The haiku-like poems are combined with the origami animals to illustrate that imagination is all that is needed to entertain oneself. Illustrated with detailed acrylic artwork that will inspire children to try some origami and perhaps write poetry.","Harcourt","2005",,,"Kristine O’Connell George","Lauren Stringer","K thru 2, 3 thru 5","English","Poetry","Picture Book, Read Aloud","Japanese/Japanese American","Visual Arts","Visual and Performing Arts","VAPA V PreK-12.2",
"38896","Folk Stories","This well-illustrated, bilingual, two-volume collection of Chinese folktales is largely derived from Chinese idioms. A bilingual vocabulary list appears after each story.","Overseas Chinese Library","1986",,,"Wen Pao Lin",,"3 thru 5, 6 thru 8","Chinese/English","Folklore, Short Story",,"Chinese/Chinese American","English-Language Arts/General","English-Language Arts/Literary Elements",,
"38256","Follow the Drinking Gourd","The journey to freedom in the North for runaway slaves is celebrated in the words of this spiritual. The author documents the dangers involved in the escape to freedom and describes the kind and caring people, especially Peg Leg Joe, who formed the secret network that came to be known as the Underground Railroad.","Knopf","1992","1988",,"Jeanette Winter","Jeanette Winter","K thru 2, 3 thru 5","English","Fiction, Historical Fiction","Picture Book, Read Aloud","Black/African American","English-Language Arts/General","History/Social Science, Visual and Performing Arts, English-Language Arts/General ","VAPA M PreK-12.1, VAPA M PreK-12.2, VAPA M PreK-12.3, VAPA M PreK-12.5, HSS 2.5, HSS 8.7, HSS 8.9",
"2405","Follow the Line Around the World","Presents a unique overview of world geography by using a black line for readers to follow. Introduces places around the world by touching on each continent and depicting the many animals native to each region. Illustrations use muted colors and are highlighted with black outlines as the line meanders through the pages. Use to introduce world geography.","Viking","2008",,,"Laura Ljungkvist","Laura Ljungkvist","3 thru 5","English","Narrative Nonfiction","Picture Book, Read Aloud",,"Geography","History/Social Science","HSS 3.1, HSS 4.1",
"16445","Following the Coast","This picture-book for older children highlights the complex ecosystem of the East Coast. The author illustrates and describes the flora, fauna, and various landmarks found in that ecosystem. The artwork is clear and detailed, making this book a great introduction for children studying the topic. The book can also serve as a travel preview for a family planning a trip to the Atlantic Coast.","HarperCollins","2004",,,"Jim Arnosky","Jim  Arnosky","3 thru 5","English","Essay","Picture Book",,"Life Science (Biology)","Science","LS 4.3",
"38262","Fool of the World and the Flying Ship, The","With the help of magical powers, the youngest of three sons, the Fool, succeeds where his older brothers have failed. He outwits the Czar and wins the hand of the princess. The pattern of trials, rewards, and magic is rendered in this Caldecott winner. Available in paperback only.","Farrar, Straus & Giroux","1968",,,"Arthur Ransome","Uri  Shulevitz","3 thru 5","English","Folklore","Picture Book","Russian/Russian American","English-Language Arts/General","English-Language Arts/General ",,"Caldecott Winner"
"38920","Foolish Old Man Moves a Mountain, A","This illustrated book retelling a famous, classical Chinese legend is written in traditional Chinese.","Ren Lei Publishing","1999",,,"Hui Fen Pan, Xiu Ling Zhan",,"K thru 2, 3 thru 5","Chinese","Legend",,"Chinese/Chinese American","English-Language Arts/General","English-Language Arts/General ",,
"39662","Foot in the Mouth: Poems to Speak, Sing, and Shout, A","A collection of more than 30 rhyming poems selected because they “are terrific candidates for reading aloud.” Includes poems to read in groups, poems that highlight different forms, and bilingual poems, including ones in Spanish and French. Raschka’s signature artwork uses paint and brightly patterned cut paper and is the perfect complement to the poems. This is the third collection by this team and follows A POKE IN THE I: A COLLECTION OF CONCRETE POEMS (2001) and A KICK IN THE HEAD: AN EVERYDAY GUIDE TO POETIC FORMS (2005).","Candlewick Press","2009",,,"Paul B. Janeczko (selector)","Chris Raschka","K thru 2, 3 thru 5","English","Humor, Poetry","Picture Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/Literary Elements, English-Language Arts/Writing, Literacy/Motivation",,
"15457","Footprints on the Moon","Crisp, clear, full-color photographs, archival drawings and lively text tell the story of the study and exploration of the Moon from ancient times to the 1998-1999 Lunar Prospector. NASA photographs highlight the missions of Project Mercury, Gemini, and the Apollo missions. A list of other books and various Web sites appear at the end.","Charlesbridge","2001",,,"Alexandra Siy"," NASA","3 thru 5, 6 thru 8","English","Narrative Nonfiction","Photo Essay",,"Earth Science, Physical Science (Chemistry and Physics)","History/Social Science, Science","ES 3.4, ES 5.5, ES 8.4",
"932","Footwork: The Story of Fred and Adele Astaire","This picture-book biography highlights the early years of Fred Astaire and his sister Adele as they danced, worked hard, and performed in vaudeville, traveling together and eventually getting their own Broadway show. At the peak of their success, Adele left the act—and Fred went on to Hollywood and movie fame. The ink, watercolor, and gouache illustrations provide readers with a peek into the world of vaudeville and how hard work paired with talent is a recipe for success.","Candlewick","2007",,,"Roxane Orgill","Stephane Jorisch","3 thru 5","English","Biography/Autobiography","Picture Book",,"Dance","Visual and Performing Arts","VAPA D PreK-12.3",
"40439","For Good Measure: The Ways We Say How Much, How Far, How Heavy, How Big, How Old","Provides a thorough description of the myriad ways things are measured. Not only does the author–photographer explain the history of measurement and define measurement vocabulary, but he uses full-color photographs, diagrams, and drawings to demonstrate this history and understanding. An outstanding complement to lessons about measurement.","Roaring Brook Press","2010",,,"Ken Robbins","Ken Robbins","3 thru 5","English","Narrative Nonfiction","Photo Essay",,"Mathematics, Measurement & Geometry (Geometry)","Mathematics",,
"41147","For the Birds: The Life of Roger Tory Peterson ","American artist, author, and activist Roger Tory Peterson had a great love of birds during his childhood that turned into a lifelong passion. This is an account of Peterson’s life, taking readers through his childhood passions and explorations in the woods near his New York home. Peterson’s successes as a painter and author are explored, as well as his later efforts to protect the habitats of birds around the globe. Concludes with back matter that provides additional information. An NSTA Outstanding Science Trade Book (2012).
","Calkins Press","2011",,,"Peggy Thomas","Laura Jacques","K thru 2, 3 thru 5","English","Biography/Autobiography","Picture Book, Read Aloud",,"American History, Life Science (Biology)","English-Language Arts/General , Science",,
"16652","Forces of Nature: The Awesome Power of Volcanoes, Earthquakes and Tornadoes","This companion book to a National Geographic film is illustrated with vivid still photos from the film. The book's dramatic text introduces readers to three earth science subjects by focusing on the scientists who study them. They conduct their research in the Caribbean, Turkey, and the Midwestern U.S. and offer survival tips for each type of disaster. A bibliography, an index, suggested Internet resources, and interview citations are included.","National Geographic Society","2004",,,"Catherine O'Neill Grace",,"3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay",,"Earth Science","Science","ES 4.5, ES 5.3, ES 5.4, ES 6.1, ES 6.2, ES 6.4",
"39228","Forest Explorer: A Life-Size Field Guide","Each large picture (made of more than 60 different photographs that have been combined to make a realistic illustration) in this book depicts in detail several different deciduous forest habitats, with field notes about the insects and animals shown, as well as tips on how to explore a real forest.","Scholastic","2004",,,"Nic Bishop","Nic Bishop","K thru 2, 3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay, Read Aloud",,"English-Language Arts/General","Science","LS 1.2, LS 3.3, LS 6.5",
"40548","Forget-Me-Nots: Poems to Learn by Heart","A potpourri of short, long, funny, serious, simple, and slightly more complicated poems are paired with appealing pastel watercolor-and-pencil illustrations in this collection. Eleven categories are listed in the table of contents. There are suggestions for learning poetry by heart. This collection would be a good resource for Poetry Month (April), poem festivals, and recitals.","Little, Brown and Company","2012",,,"Mary Ann Hoberman","Michael Emberley","K thru 2, 3 thru 5","English","Poetry","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"40986","Forgive Me, I Meant to Do It: False Apology Poems","This collection of clever and wonderfully sarcastic poems presents adaptations of William Carlos Williams’ poem, “This Is Just to Say.” Several poems reference fairy-tale characters, and kids will love the twist on familiar personalities. Illustrated with cartoon-style pen-and-ink drawings. In addition to its individual appeal, this would make a great read-aloud and an excellent addition to a poetry unit.","Harper","2012",,,"Gail Carson Levine","Matthew Cordell","3 thru 5","English","Humor, Poetry","Read Aloud",,"English-Language Arts/General","English-Language Arts/Writing",,
"36544","Fortune-Tellers, The","A young man in Cameroon seeks the advice of a fortune teller. Returning to his village, he is mistaken for the fortune teller, with hilarious results.","Puffin Books","1997","1992",,"Lloyd Alexander","Trina Schart  Hyman","3 thru 5","English","Folklore","Picture Book","African","English-Language Arts/General","English-Language Arts/General ",,
"17045","Fossil Fish Found Alive: Discovering the Coelacanth","Illustrated with maps, diagrams, and archival and underwater photographs, this book represents a history of the work of ichthyologists in search of the elusive coelacanth, thought to be extinct for 70 million years but discovered again in the twentieth century. The rich text traces the story of how scientists discovered this long-lost species. The information presented is exciting, and this book makes an excellent tool for students to gain an understanding of the process of scientific inquiry.","Carolrhoda Books","2002",,,"Sally M. Walker",,"3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay",,"Life Science (Biology)","Science","I & E 5.6, LS 7.3, I & E 7.7",
"39991","Four Feet, Two Sandals ","Living in a refugee camp in Pakistan, two girls meet when each finds half of a pair of sandals. They agree to share the shoes, taking turns wearing them as a pair and sometimes wearing only one apiece. When one girl learns that her family has received permission to emigrate to the United States, they both decide to split the sandals to ensure that their friendship won’t be forgotten. Illustrated with double-page spreads. Inspired by a refugee girl who asked the authors why there were no books about children like her.","Eerdmans Books for Young Readers","2007",,,"Karen Lynn Williams, Khadra Mohammed","Doug Chayka","K thru 2, 3 thru 5","English","Realistic Fiction","Picture Book, Read Aloud","Middle Eastern","Global Social Issues, Immigration/Migration, Lifestyles Around the World","History/Social Science, Literacy/Motivation",,
"38111","Four of a Kind","Twelve-year-old Andy wants to drive a team of draft horses in a pulling contest. Rebuffed by his divorced parents and left in the care of his crotchety grandfather, Andy finds that his Percheron horses are a comfort as they teach him how to cope with his situation and help him to discover his own inner strengths. This selection is written in first-person narrative.","Holiday House","1991",,,"Patti Sherlock",,"3 thru 5","English","Fiction, Realistic Fiction",,,"English-Language Arts/General","English-Language Arts/General ",,
"40907","Fourth Grade Rats","A little boy named Suds has just entered fourth grade and is told by his friends that he has to be tough and mean in order to be a true fourth-grader. Suds believes that he is supposed to be a rat—but whenever he tries to act like one, something goes wrong. This book provides valuable lessons on the importance of being yourself, friendship, and doing the right thing. It also touches on bullying and peer pressure.","Scholastic","1991",,,"Jerry Spinelli",,"3 thru 5","English","Realistic Fiction",,,"Growth, Development, and Sexual Health","English-Language Arts/General ",,"Newbery Winner"
"15638","Fraction Action","Miss Prime and her students explore fractions by finding many examples in the world around them. In the process they divide geometric shapes into fractions, divide sets of objects into equal parts, cut fruit into equal shares, and divide a dollar into fractions. The bright illustrations help to clarify the concepts.","Holiday House","1994",,,"Loreen Leedy","Loreen  Leedy","K thru 2, 3 thru 5","English","Nonfiction","Picture Book, Read Aloud",,"Number Sense","Mathematics","Math 3.NF.1-3, Math 3.G.1-2, Math 4.NF.1-7",
"15024","Fraction Fun","This is a hands-on activity approach to fractions. Colorful, cartoonlike illustrations assist in making the concepts of fractions and patterns in fraction notation clear. It demonstrates how to divide a paper plate into halves, fourths, and eighths, and relates weight to fractions of an ounce.","Square Moon Productions","1996",,,"David A. Adler","Nancy  Tobin","K thru 2, 3 thru 5","English","Narrative Nonfiction","Picture Book, Read Aloud",,"Measurement & Geometry (Geometry), Number Sense","Mathematics","Math 3.NF.1-3, Math 3.G.1-2, Math 4.NF.1-7",
"40000","Fractions = Trouble!","Wilson is a third-grader with two big problems: he must take a test on fractions in two weeks and he has to figure out what to do for a science-fair project. With the help of a math tutor, Wilson finds that hamsters are the solution to both problems. This story is a good introduction to fractions of a set, equivalent fractions, and adding fractions. Students who struggle with mathematics will relate to this humorous and easy-to-read chapter book.","Farrar, Straus and Giroux","2011",,,"Claudia Mills","G. Brian Karas","K thru 2, 3 thru 5","English","Fiction","Early Chapter Book, Read Aloud",,"Mathematics, Number Sense","Mathematics, Science","I & E 3.5, I & E 4.6, I & E 5.6, Math 3.NF.1-3, Math 4.NF.1-7, Math 5.NF.1-7",
"40003","Fractions, Decimals, and Percents","The county fair becomes a place to learn about decimals, decimal place value, percentages, and the relationships between fractions. Readers also learn how to make conversions between the forms. Several contexts are used at the fair, such as money, slices of pie, batting average, and games involving spinning the wheel. The last page has directions for making a game and references a related Web site.","Holiday House","2010",,,"David A. Adler","Edward Miller","3 thru 5","English","Nonfiction","Picture Book",,"Mathematics, Number Sense","Mathematics","Math 4.NF.1-7, Math 5.NBT.1-7, Math 6.RP.1-3, Math 6.NS.1-8, Math 7.RP.1-3",
"1289","Framed","Dylan and his sisters have some ideas about how to make Snowdonia Oasis Auto Marvel into a more profitable business. However, it is not until some strange men arrive in their small town in Wales with valuable paintings and their father disappears that they consider turning to crime. Inspired by the evacuation of paintings from the National Gallery to the safety of a Welsh mine during World War II.","HarperCollins","2006",,,"Frank Cottrell Boyce",,"3 thru 5, 6 thru 8","English","Fiction",,"Western European","Visual Arts, War","Visual and Performing Arts",,
"1482","Free at Last! Stories and Songs of Emancipation","This book covers the years from the Emancipation Proclamation in 1863 to the 1954 Supreme Court decision declaring school segregation illegal. It is filled with songs, poems, first-person accounts, memoirs, and letters. The illustrations are bold oil paintings that perfectly represent the text. Language reflects the times of the memoirs.","Candlewick Press","2004",,,"Doreen Rappaport","Shane W. Evans","3 thru 5, 6 thru 8, 9 thru 12","English","Nonfiction","Struggling Reader","Black/African American","American History, English-Language Arts/General, Ethnic Studies, Music","History/Social Science, Visual and Performing Arts","VAPA M PreK-12.3, HSS 5.7, HSS 11.10",
"907","Freedom on the Menu: The Greensboro Sit-ins","This is the story of the 1960 civil rights sit-ins at the Woolworth’s lunch counter in Greensboro, North Carolina. The book presents a child’s perspective of ordinary men and women doing extraordinary things to stand up for civil rights; a young African American girl describes events within the context of her close-knit family. Illustrated with impressionistic oil paintings.
","Dial Books for Young Readers","2005",,,"Carole Boston Weatherford","Jerome Lagarrigue","K thru 2, 3 thru 5, 9 thru 12","English","Fiction, Historical Fiction","Picture Book, Read Aloud","Black/African American","American History, Diversity","History/Social Science","HSS 2.1, HSS 2.5, HSS 3.4, HSS 11.10",
"38972","Freedom River","This book tells the true story of John Parker, an ex-slave who became a successful businessman in Ripley, Ohio. This story chronicles just one of many incidents in which Parker helped families to escape from Kentucky, a slave state, across the river to freedom in Ohio. Dramatic collage illustrations use cut and torn papers and photographs combined with watercolors.","Hyperion Press","2000",,,"Doreen Rappaport","Bryan Collier","3 thru 5","English","Biography/Autobiography, Narrative Nonfiction","Picture Book, Read Aloud","Black/African American","English-Language Arts/General","History/Social Science, Visual and Performing Arts, English-Language Arts/Literary Elements","HSS 5.8","Coretta Scott King Illustrator Honor"
"392","Freedom Summer","In 1964, Joe, who is white, is pleased that a new law will allow his best friend John Henry, who is African American, to share the town pool and other public places with him. On the morning after the law is announced, the pool is filled with tar to express opposition to enforced integration. Joe is dismayed to find that racial prejudice still exists. Illustrated with oil paintings that capture the heat of the summer and reflect the friendship of the two young boys.","Antheneum","2001",,,"Deborah Wiles","Jerome Lagarrigue","K thru 2, 3 thru 5","English","Historical Fiction","Picture Book, Read Aloud","Multicultural","American History, Diversity","History/Social Science",,
"841","Freedom Walkers: The Story of the Montgomery Bus Boycott","Presents the story of the Montgomery, Alabama, bus boycott and the key persons and events in the year-long struggle for equal rights on Montgomery’s city buses. Illustrated with many black-and-white photographs and fine captions. Pair with Diane McWhorter’s A DREAM OF FREEDOM to place this event in the broader context of the civil rights movement.","Holiday House","2006",,,"Russell Freedman",,"3 thru 5, 6 thru 8, 9 thru 12","English","Narrative Nonfiction, Nonfiction","Read Aloud","Black/African American","American History, Diversity","History/Social Science","HSS 4.5, HSS 8.12, HSS 11.10","Hugo Award, James Madison Book Award"
"228","Frida","Simple text helps chronicle the life of artist Magdalena Carmen Frida Kahlo—how she learned to paint, how painting saved her life, and why her paintings are so unique. Illustrated with Mexican folk-art motifs, but not with Frida Kahlo’s art.","Arthur A. Levine","2002",,,"Jonah Winter","Ana Juan","K thru 2, 3 thru 5","English","Biography/Autobiography","Picture Book","Latino/Latino American","Visual Arts","Visual and Performing Arts","VAPA V PreK-12.1, VAPA V PreK-12.2, VAPA V PreK-12.3, VAPA V PreK-12.4, VAPA V PreK-12.5",
"1023","Friendship for Today, A","Twelve-year-old Rosemary Patterson learns that she will attend an all-white school in the fall. When her best friend is diagnosed with polio, Rosemary must face the first day of school alone. Her only friend is another girl who is shunned by her white classmates because she lives in poverty.","Scholastic","2007",,,"Patricia C. McKissack",,"3 thru 5","English","Historical Fiction","Read Aloud","Black/African American","American History, Diversity","History/Social Science",,
"36506","Friendship, The","This short novel relates the circumstances of a confrontation between a white storekeeper and an elderly African American in rural Mississippi in the 1930s. Four observers witness the effects that racism and peer pressure have on the tenuous friendship between the two men. The dialogue uses language reflecting the times, and the story climaxes in violence, depicting a violation of human rights. An author's note explains the origin of the story. There are two other books in the series, THE WELL and THE GOLD CADILLAC.","Dial Books","1987",,,"Mildred D. Taylor","Max  Ginsburg","3 thru 5, 6 thru 8","English","Realistic Fiction",,"Black/African American","English-Language Arts/General","History/Social Science",,"Coretta Scott King Author Winner"
"15631","Frightful's Mountain","Frightful, the peregrine falcon who was Sam Gribley's companion in MY SIDE OF THE MOUNTAIN, must now learn to live as a wild bird. In this adventure she grows through the first years of her life, interacts with a falconer who rescues her, poachers, and many animals that are part of the Catskill Mountain's ecological balance.","Dutton Books","1999",,,"Jean Craighead George",,"3 thru 5","English","Fiction",,,"Life Science (Biology)","Science","LS 4.3",
"36776","Frindle","When he decides to turn his fifth-grade teacher's love of the dictionary around on her, clever Nick Allen invents a new word and begins a chain of events that quickly move beyond his control.","Simon & Schuster","1996",,,"Andrew Clements","Brian  Selznick","3 thru 5","English","Realistic Fiction","Read Aloud",,"English-Language Arts/General","English-Language Arts/General ",,"California Young Reader Medal, Christopher Award"
"16582","Fritz's Fish","Fritz wants a pet but his father has allergies. After a heavy rain has fallen he finds a fish in a flooded street, brings it home, and keeps it in the tub. Sadly, he realizes that the fish needs to be returned to its natural habitat. After sending it on its way, he returns home to find a ""proper"" pet fish - a goldfish in a fishbowl. Illustrated with primitive-style artwork, this book can be read aloud to introduce the study of habitats.","Penguin","2005",,,"Geraldine Elschner","Daniela  Bunge","K thru 2, 3 thru 5","English","Fiction","Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS 1.2, LS 3.3",
"40757","Frog Scientist, The","With full-color photographs, this book describes frogs and the current environmental threats they face. It highlights Dr. Tyrone Hayes, a field biologist at the University of California, Berkeley, who studies frogs. Students will learn about his childhood love of catching frogs and snakes and his struggles to fit in as an African American student at Harvard University. See also other titles in the “Scientists in the Field” series.","Houghton Mifflin","2009",,,"Pamela S. Turner","Andy Comins","3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay","Black/African American","Diversity, Life Science (Biology)","Science",,"Orbis Pictus Award"
"16289","Frogs, Toads, Lizards, and Salamanders","This book provides an introduction to the study of amphibians. The detailed and attractively drawn specimens are paired with interesting facts about adaptations and behavior. Each subject is introduced with a rhyming verse and is accompanied by further information. This is a companion volume to BUGS by the same author.","Greenwillow Books","1990",,,"Nancy Winslow Parker","Joan R.  Wright","K thru 2, 3 thru 5","English","Narrative Nonfiction","Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS K.2, LS 1.2, LS 2.2, LS 3.3, LS 4.3, LS 5.2",
"37543","From Pictures to Words: A Book About Making a Book","In this story the author sits in her studio, surrounded by various animals who urge her to write a story. She selects Rhino, Koala, and Cat to appear in the tale and sets out to render the book. This selection is a fine resource to use with aspiring young authors and illustrators.","Holiday House","1995",,,"Janet Stevens","Janet  Stevens","3 thru 5","English","Nonfiction",,,"English-Language Arts/General","Visual and Performing Arts, English-Language Arts/Writing",,
"36790","From Sea to Shining Sea: A Treasury of American Folklore and Folksongs","More than 140 folk songs, tales, poems, and stories tell the history of America and reflect its multicultural society. Illustrations are provided by award-winning artists.","Scholastic","1993",,,"Amy Cohn (editor)",,"3 thru 5","English","Folklore",,"Multicultural","English-Language Arts/General","Visual and Performing Arts",,
"36538","From the Bellybutton of the Moon and Other Summer Poems (Del ombligo de la luna y otros poemas de verano)","This seasonal collection of 22 bilingual poems is inspired by childhood memories of summers spent by Latino poet Alarcon in Mexico. Gonzalez's paintings blend bright colors with Mexican folk art and textile designs. This anthology connects with discussions of family traditions and history. California author.","Children's Book Press","1998",,"Francisco X. Alarcon","Francisco X. Alarcon","Maya Christina Gonzalez","K thru 2, 3 thru 5, 6 thru 8","English, Spanish/English","Poetry","Picture Book, Read Aloud","Latino/Latino American","English-Language Arts/General","History/Social Science, English-Language Arts/Vocabulary, Science","LS 1.2, ES 1.3, LS 2.2, LS 3.3, ES 6.4, LS 6.5","Pura Belpre Narrative Honor"
"37017","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","Claudia decides to run away to teach her parents a lesson in ""Claudia appreciation."" She takes her brother along and, together, they hide and live for a week in New York's Metropolitan Museum of Art. While there, Claudia discovers a statue so beautiful that she must find out the identity of the artist. Her quest leads her to the statue's former owner, Mrs. Basil E. Frankweiler.","Macmillan and Company","1967",,,"E. L. Konigsburg","E. L. Konigsburg","3 thru 5, 6 thru 8","English","Fiction, Humor, Mystery","Classic, Read Aloud",,"English-Language Arts/General","Visual and Performing Arts","VAPA V PreK-12.3","Newbery Winner"
"39972","Full House: An Invitation to Fractions","Miss Bloom wants to fill each of the six rooms at the Strawberry Inn. As guests check in, the number of rooms filled is represented in words, fraction form, and as lit windows in the inn. When all six rooms are full, they are expressed as 6/6 = 1. At night, the guests sneak into the kitchen for a fraction of the strawberry cake. The rhyming text and large, watercolor illustrations provide a delicious introduction to fractions. California author.","Candlewick Press","2007",,,"Dayle Ann Dodds","Abby Carter","3 thru 5","English","Fiction in Verse","Concept Book, Picture Book, Read Aloud",,"Mathematics, Number Sense","Mathematics","Math 3.NF.1-3, Math 4.NF.1-7",
"15765","Full of Energy","This book offers an interactive approach introducing the concept of energy as it is found in food, sun, wind, water, and other sources and as it is used for nutrition, warmth, and motion. The full-color photographs assist in familiarizing children to the science that surrounds them in their everyday world. See other books in the It's Science! series.","Children's Press","1998","1997",,"Sally Hewitt",,"K thru 2, 3 thru 5","English","Nonfiction","Photo Essay",,"Physical Science (Chemistry and Physics)","Science","PS 2.1, PS 3.1, PS 3.2",
"40391","Fun with Roman Numerals","Explains the system and “place value” of Roman numerals and contrasts this system with the Arabic numeral system. Current examples of the use of Roman numerals are provided, such as Super Bowls, book chapters, and clocks. Concludes with an activity to help readers build quantities in the Roman numeral system. Helpful for upper elementary students to review the Arabic place value system and to study ancient Rome.","Holiday House","2008",,,"David A. Adler","Edward Miller III","3 thru 5","English","Narrative Nonfiction, Nonfiction","Concept Book, Picture Book",,"Mathematics, Number Sense","History/Social Science, Mathematics","HSS 6.7, Math 3.NBT.1-3, Math 4.NBT.1-6, Math 5.NBT.1-7",
"16569","Fungus That Ate My School, The","When students return to school after a rainy spring vacation, they discover that the fungus they were growing in the classroom has taken over the entire school. Colorful Seuss-like illustrations enhance this funny read-aloud book.","Scholastic","2000",,,"Arthur Dorros","David  Catrow","3 thru 5","English","Humor","Picture Book",,"Life Science (Biology)","Science","LS 3.3, PS 5.1",
"41418","Funny Bones: Posada and His Day of the Dead Calaveras","Funny Bones tells the story of how the amusing calaveras—skeletons performing various everyday or festive activities—came to be. They are the creation of Mexican artist José Guadalupe (Lupe) Posada (1852–1913). In a country that was not known for freedom of speech, he first drew political cartoons, much to the amusement of the local population but not the politicians. He continued to draw cartoons throughout much of his life, but he is best known today for his calavera drawings. They have become synonymous with Mexico’s Día de los Muertos (Day of the Dead) festival. ","Abrams Books for Young Readers","2015",,,"Duncan Tonatiuh","Duncan Tonatiuh","3 thru 5","English","Biography/Autobiography, Narrative Nonfiction","Picture Book","Latino/Latino American","Global Historical Events and Figures, Visual Arts","Visual and Performing Arts, English-Language Arts/General ",,"Pura Belpre Illustration Honor, Robert F. Sibert Award"
"38374","Funny Little Woman, The","A giggly little lady in medieval Japan chases a rolling rice dumpling into a cavern, where she is captured by a fearsome oni who needs a good cook. Lent's colorful, cartoonlike illustrations add to the humor of the story.","Dutton Books","1972",,,"Arlene Mosel","Blair  Lent","K thru 2, 3 thru 5","English","Folklore","Picture Book","Japanese/Japanese American","English-Language Arts/General","English-Language Arts/General ",,"Caldecott Winner"
"16513","G Is for Galaxy: An Out of This World Alphabet","This informational and pictorial journey though the galaxy is a delightful way to learn about the galaxy. Each letter of the alphabet features two ways to learn about the topic. In addition to expository text, this book presents short poems and friendly, appealing illustrations.","Sleeping Bear Press","2005",,,"Cathy Collison, Janis Campbell","Alan  Stacy","3 thru 5","English","Narrative Nonfiction","Picture Book",,"Earth Science","Science","ES 3.4, ES 5.5",
