"Title ID","Title","Annotation","Publisher","Copyright","OriginalCopyright","Translator","Author","Illustrator","Grade Level Span","Language","Genre","Classification","Culture","Topic","Discipline","Standard","Award"
"16130","¡Germenes! ¡Germenes! ¡Germenes! (Germs! Germs! Germs!)","This humorous look at germs is told in simple verse with colorful illustrations. Written from the point of view of the germs, students are provided with information on how germs enter their bodies and what actions the students can take to prevent infection.","Scholastic","1996",,,"Bobbi Katz","Steve  Bjorkman","3 thru 5","Spanish","Nonfiction","Picture Book, Read Aloud",,"Life Science (Biology)","Science",,
"38512","¡La senorita Nelson ha desaparecido! (Miss Nelson Is Missing!)","When Miss Nelson's class misbehaves, she disappears. She is replaced by the dreaded substitute, Miss Viola Swamp, the meanest teacher in the world. This and other Miss Nelson books are great to be read aloud, especially by substitute teachers.","Houghton Mifflin","1998",,"Yanitzia  Canetti","Harry Allard","James  Marshall","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/General ",,
"139","¡Por la gran cuchara de cuerno! (By the Great Horn Spoon!)","Jack and his very proper manservant, Praiseworthy, sail from Boston to California during the Gold Rush to strike it rich and save his aunt’s mansion from creditors. While Jack grows into manhood, Praiseworthy finds love and breaks free of the social restrictions of being a butler. Their adventure is based on historically accurate situations of ship travel, gold fever, and life in the gold fields. The book is also available in English.","Lectorum","1994","1963",,"Sid Fleischman","Sid Fleischman","3 thru 5","Spanish","Historical Fiction",,,"American History, Economics, Geography, Immigration/Migration","History/Social Science, World Language","Not Applicable, HSS 4.1, HSS 4.3, HSS 5.8, HSS 8.8",
"38516","¡Que monton de tamales! (Too Many Tamales)","The importance of honesty is shown as four Latino children spend an unforgettable Christmas Eve searching for Maria's mother's diamond wedding ring, lost in the tamale masa (dough). The illustrations feature expressive oil paintings in warm tones that match the festive holiday mood. California author. Translated by Alma Flor Ada and F. Isabel Campoy.","Putnam Publishing","1996",,"Alma Flor Ada","Gary Soto","Ed Martinez","K thru 2, 3 thru 5","Spanish","Fiction, Realistic Fiction","Easy Reader, Picture Book, Read Aloud","Latino/Latino American","English-Language Arts/General","History/Social Science, English-Language Arts/General ","HSS K.3, HSS 1.4",
"38517","¡Que sorpresa de cumpleanos! (Birthday Swap)","Each year Lori looks forward to celebrating her sister's birthday in August at her aunt's house in Mexico. However, this year's gathering brings an unexpected surprise. Striking colored-pencil drawings illustrate the spirit of Mexican birthday celebrations.","Lee and Low Books","1997",,,"Loretta Lopez","Loretta  Lopez","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"16016","¿Hay algo mas pequeno que una musarana? (What's Smaller than a Pygmy Shrew?)","This book shows how microscopes are used to see the tiniest parts of the universe which helps readers understand that the size of any object may be viewed in relation to things both smaller and larger. The acrylic-and-ink artwork includes touches of humor and shows proportions from elephants to atoms.","Editorial Juventud","1997",,,"Robert E. Wells","Robert E.  Wells","K thru 2, 3 thru 5, 6 thru 8","Spanish","Nonfiction","Picture Book",,"Earth Science, Physical Science (Chemistry and Physics), Measurement & Geometry (Geometry)","Mathematics, Science","PS K.1, LS K.2, I & E K.4, I & E 2.4, LS 3.3, PS 5.1, Math 1.MD.1-4, Math 2.MD.1-10, Math 3.MD.1-8, Math 4.MD.1-7, Math 5.MD.1-5",
"38523","¿Quien quiere un rinoceronte barato? (Who Wants a Cheap Rhinoceros?)","What could you do with a cheap rhinoceros? Find out lots of ideas in this story about the advantages of having a rhino. Black-and-white drawings accompany the humorous and imaginative text.","Barcelona: Editorial Lumen","1998",,"Nestor  Busquets","Shel Silverstein","Shel  Silverstein","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"39836","13 Words","A dog attempts to cheer up his friend, a despondent bird, in a tale that introduces a series of random words—from “baby” to “haberdashery.” The writer crafts a plausible story using these random words as a focus. Bright, colorful artwork contains surprises lurking about. This book may be used as a model text for older students using a list of nouns and adjectives to incorporate into narrative writing.","Harper","2010",,,"Lemony Snicket","Maira Kalman","K thru 2, 3 thru 5","English","Fiction","Concept Book, Picture Book",,"English-Language Arts/General, Visual Arts","English-Language Arts/General , English-Language Arts/Vocabulary, English-Language Arts/Writing",,
"39838","14 Cows for America","An illustrated tale in which the Maasai people of Kenya present a gift of 14 cows to the United States as a gesture of comfort and friendship in the wake of the attacks of September 11, 2001. The paintings glow with oranges and reds, highlighting Kenya’s environment. Use as a mentor text with older children to write about 9/11, world peace, or multicultural relations.","Peachtree Publishers","2009",,,"Carmen Agra Deedy","Thomas Gonzalez","K thru 2, 3 thru 5","English","Narrative Nonfiction, Nonfiction","Picture Book","African","American History, Diversity, Global Historical Events and Figures, World Cultures: Perspectives, Practices, and Products","History/Social Science, English-Language Arts/General ",,
"142","1607: A New Look at Jamestown","Describes the new research and archaeological discoveries at Jamestown and demonstrates how existing knowledge and historians' views can change. Clearly written and well illustrated, the book shows how previous beliefs about the Jamestown settlement are erroneous. Provides an excellent account of the Native American tribes’ history, relationships before and after the arrival of the colonists, and the process of colonization, including the challenges. Color photographs show interpreters in period costume photographed at Jamestown.","National Geographic","2007",,,"Karen Lange","Ira Block","3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay","Native American, Western European","American History, Diversity, Economics, Geography, Government and Politics","History/Social Science","HSS 5.3, HSS 5.4",
"1553","1621: A New Look at Thanksgiving","A well-researched book about Thanksgiving Day looks at the 1621 harvest feast from the perspectives of both the English colonists and the Wampanoag people. Photographs of Plimoth Plantation, a living history museum in Massachusetts, help the reader to visualize what life was like in 1621.","National Geographic","2001",,,"Catherine O'Neill Grace, Margaret M. Bruchac","Cotton Coulson, Sisse Brimberg","3 thru 5, 6 thru 8","English","Nonfiction","Photo Essay","Native American","American History, Diversity","History/Social Science","HSS 5.3, HSS 5.4",
"15580","17 Kings and 42 Elephants","This alliterative nonsense rhyme can be used to introduce division with remainders. A parade of 17 kings and 42 elephants makes its way through the jungle, so, how many elephants does each king have? Readers can experiment by changing the number of kings and elephants.","Dutton Books","1987","1972",,"Margaret Mahy","Patricia MacCarthy","K thru 2, 3 thru 5","English","Fiction in Verse, Poetry","Picture Book, Read Aloud",,"Mathematical Reasoning, Number Sense","English-Language Arts/Literary Elements, English-Language Arts/Vocabulary, Mathematics","Math 3.OA.1-9, Math 3.MP.1-8, Math 4.OA.1-5, Math 4.NBT.1-6, Math 4.MP.1-8",
"39109","19 Varieties of Gazelle: Poems of the Middle East","Features 60 new poems about the Middle East in response to the tragic events of September 11, 2001. The author draws on her Palestinian and American heritage to look at both the Middle East through the eyes of an American and the United States through the eyes of a Palestinian. The poems explore universal issues of hope, conflict, war, peace, people, and relations.","Greenwillow Books","2002",,,"Naomi Shihab Nye",,"3 thru 5, 6 thru 8, 9 thru 12","English","Poetry",,"Middle Eastern","English-Language Arts/General","English-Language Arts/Writing",,
"16868","1918 Influenza Pandemic, The","The author describes the 1918 influenza pandemic, from how World War I soldiers spread the disease to recent scientific efforts to understand the virus that took between twenty and forty million lives worldwide. Archival material, clearly reproduced paintings, photos, and micrographs bring a strong sense of reality to the events. Pair this title with LISTENING FOR LIONS, a fictionalized version of these events by Gloria Whelan.","Benchmark Books","2005",,,"Stephanie True Peters",,"3 thru 5, 6 thru 8","English","Narrative Nonfiction",,,"Life Science (Biology)","History/Social Science, Science","LS 7.5",
"41174","26 Fairmount Avenue","An autobiographical account of author Tomie dePaola’s childhood, this Newbery Honor Book (2000) centers on the building of his family’s new house at 26 Fairmount Avenue in 1938. Tomie has many adventures, including quitting kindergarten on the first day and spending time with his Nana. Readers will recognize many of the characters of dePaola’s fictional works throughout this story. Highlighted with detailed black-and-white drawings.","Puffin Books/Penguin Group","1999",,,"Tomie dePaola","Tomie dePaola","3 thru 5","English","Biography/Autobiography","Early Chapter Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/General , English-Language Arts/Writing, Literacy/Motivation",,"Newbery Honor"
"40302","7 x 9 = Trouble!","Wilson is a third-grader with some big problems. He just can’t remember his multiplication facts and must pass all of the timed tests. To make matters worse, even his little brother in kindergarten knows some of the multiples better than he does. Then the class hamster goes missing—and Wilson was the last one to hold the rodent. The story introduces the concept of counting by multiples, the finger pattern for the multiples of nine, and the commutative property.","Farrar, Straus and Giroux","2002",,,"Claudia Mills","G. Brian Karas","3 thru 5","English","Fiction","Early Chapter Book, Read Aloud",,"Mathematics, Number Sense","Mathematics","Math 3.OA.1-9, Math 4.OA.1-5",
"40379","90 Miles to Havana","After the Communist revolution in Cuba, nine-year-old Julian’s parents make the heartbreaking decision to send him and his older brothers to a camp for Cuban-exile children in Miami as part of Operation Pedro Pan. At the camp, where bullies run rampant, Julian struggles to escape the shadow of his older brothers and to stand on his own. Based on the author’s own experiences as a child refugee from Cuba.","Roaring Brook Press","2010",,,"Enrique Flores-Galbis",,"3 thru 5","English","Historical Fiction, Realistic Fiction",,"Latino/Latino American","Diversity, Global Historical Events and Figures, Immigration/Migration","History/Social Science",,"Pura Belpre Narrative Honor"
"38527","A cazar palabras (Hunting for Words)","A young boy has lost some words. Piedra, cama, naranja, luna, and pan are nowhere to be found! In the meantime, the words wreak havoc during their escape and frustrate the boy to no end. The boy discovers the missing culprits during breakfast the next morning. Double-page illustrations highlight this reading adventure.","Kalandraka","1999",,,"Pepe Caccamo","Ma Xose  Fernandez","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"39720","Abe Lincoln Crosses a Creek: A Tall, Thin Tale (Introducing His Forgotten Frontier Friend)","In 1816, young Abe and his friend Austin decide to use a log to cross Knob Creek. When Abe falls into the water, Austin saves his life and Abe promises that he will never forget it. Even when he is the president of a war-torn country, Abe fondly remembers his old friend. Author Deborah Hopkinson tells the story in a folksy tone and addresses the unknowns in history when she recounts how Austin saves young Abe. The book features watercolor and pen-and-ink illustrations.","Schwartz & Wade Books","2008",,,"Deborah Hopkinson","John Hendrix","K thru 2, 3 thru 5","English","Historical Fiction","Picture Book",,"American History","History/Social Science","HSS 2.5",
"379","Abe Lincoln Remembers","Vivid, full-page paintings illustrate this fictional narrative that highlights Abraham Lincoln's accomplishments and his life. The imagined conversation is as told by the mature President in the White House. Ironically, it is set on the evening of April 14, 1865, just before Lincoln and his wife, Mary, are about to leave for Ford's Theatre. As he reflects on his childhood, he notes that much has come to pass and wonders ""How much there is still to be done.""","Harper Collins","2001",,,"Ann Warren Turner","Wendell Minor","3 thru 5","English","Biography/Autobiography","Picture Book, Read Aloud",,"American History","History/Social Science","HSS K.6, HSS 2.5, HSS 3.4",
"2666","Abe's Honest Words: The Life of Abraham Lincoln","Lincoln's life story is told in accessible and engaging prose. A powerful image of a great American president is presented, depicting the passion for humanity that defined Lincoln's life. Quotations from Lincoln are interspersed in the text. Illustrated with striking full-color paintings by Kadir Nelson.","Hyperion","2009",,,"Doreen Rappaport","Kadir Nelson","K thru 2, 3 thru 5","English","Biography/Autobiography, Narrative Nonfiction","Picture Book, Read Aloud",,"American History","History/Social Science","HSS 2.5, HSS 3.4",
"1422","Abernathy Boys, The","A fictionalized account of the adventurous journey of nine-year-old Bud Abernathy and his five-year-old brother, Temp, who traveled mostly on horseback in 1904. They journeyed alone from their home in Oklahoma to Santa Fe, New Mexico, and back again, crossing the vast, desertlike no-man's-land in the Texas Panhandle known as the caprock. This read-aloud is filled with humor and wonderful dialogue.","HarperCollins","2004",,,"L. J. Hunt",,"3 thru 5","English","Historical Fiction","Read Aloud","Western European","American History","History/Social Science","HSS 5.8",
"16744","About Time: A First Look at Time and Clocks","This is an entertaining and brief history of the concept of time, calendars, and clocks. An explanation of daytime, nighttime, and the seasons is provided; timekeeping methods, from sundials to atomic clocks, are introduced; and the Gregorian calendar is explained. Detailed watercolor illustrations on every page enhance the text.","Houghton Mifflin","2004",,,"Bruce Koscielniak","Bruce  Koscienlniak","3 thru 5","English","Narrative Nonfiction","Picture Book",,"Measurement & Geometry (Geometry)","History/Social Science, Mathematics",,
"2339","Abuela's Weave","A young Guatemalan girl and her grandmother grow closer as they create some special traditional woven articles and then make a trip to the market in hopes of selling them. The warm relationship between the girl and her grandmother and many details are vividly described. The author portrays the beauty of his homeland's cultural traditions. The illustrations, acrylic-on-canvas paintings, bring dimension to the characters and adds authenticity to the setting.","Lee & Low Books","1993",,,"Omar S. Castañeda","Enrique Sanchez","3 thru 5, 6 thru 8","English","Fiction","Easy Reader","Latino/Latino American, Multicultural","Ethnic Studies, International Studies/World History, Lifestyles Around the World, Visual Arts","Visual and Performing Arts","VAPA V PreK-12.3, VAPA V PreK-12.4, VAPA V PreK-12.5",
"40335","Accidental Adventures of India McAllister, The","India McAllister is a fourth-grader who was born in China and adopted by American parents. Her greatest hope is to have amazing adventures, and her daily life provides some. Her best friend, Colby, may be interested in her enemy, Amanda. At the same time, India is sorting out her feelings about her parents’ divorce and her father’s male partner, Richard. Told in the first person, this gentle story has occasional black-line drawings accompanied by India’s commentary.","Henry Holt and Company","2010",,,"Charlotte Agell","Charlotte Agell","3 thru 5","English","Fiction, Realistic Fiction","Early Chapter Book","Chinese/Chinese American","English-Language Arts/General, Gender/Sexuality","English-Language Arts/General ",,
"39111","Ackamarackus: Julius Lester's Sumptuously Silly Fantastically Funny Fables","This is a collection of six original animal fables, laced with humor, absurdities, wordplay, and alliteration. Each fable includes both a silly and a serious moral. Acrylic and collage illustrations are bright and exhilarating. Useful for reading aloud and discussing individuality, acceptance, and expression of negative feelings.","Scholastic","2001",,,"Julius Lester","Emilie  Chollat","3 thru 5, 6 thru 8","English","Fable",,,"English-Language Arts/General","English-Language Arts/Literary Elements",,
"684","Across the Blue Pacific: A World War II Story","During World War II, Molly and her fourth-grade classmates wrote to people serving in the military. Molly chose to write to her neighbor, Ted, who was serving aboard a submarine in the Pacific. Told through free verse, the book presents details of life at that time and the loss of a loved one in the war. Illustrated with loose-lined ink and watercolor artwork that captures the time and place.
","Houghton Mifflin","2006",,,"Louise Borden","Robert Andrew Parker","3 thru 5","English","Historical Fiction","Picture Book",,"American History, War","History/Social Science","HSS 4.4",
"39113","Action Jackson","In May and June of 1950, Jackson Pollock painted one of his most famous works, LAVENDER MIST. Through the illustrations and text, the reader learns about Pollock's unique painting method. Includes a short biography with archival photos. Notes, sources, and a bibliography are included.","Millbrook Press","2002",,,"Jan Greenberg, Sandra Jordan","Robert Andrew Parker","K thru 2, 3 thru 5","English","Biography/Autobiography","Picture Book, Read Aloud",,"English-Language Arts/General","Visual and Performing Arts","VAPA D PreK-12.1, VAPA D PreK-12.3","Robert F. Sibert Award"
"16712","Actual Size","Jenkins fills this book with colorful cut-and-torn paper collage illustrations. The book's large format serves to provide amazing facts about animals - the actual size of the head of a bear, the length of an anteater's tongue, and the tooth of a great white shark, for example.","Houghton Mifflin","2004",,,"Steve Jenkins","Steve  Jenkins","K thru 2, 3 thru 5","English","Nonfiction","Picture Book",,"Life Science (Biology), Measurement & Geometry (Geometry)","Mathematics, Science","LS 1.2, LS 3.3, Math K.MD.1-4, Math 1.MD.1-4, Math 2.MD.1-10, Math 3.MD.1-8",
"41454","Ada Byron Lovelace and the Thinking Machine","The daughter of famous romantic poet Lord Byron develops her creativity through science and math and writes the world's first computer program to demonstrate the capabilities of inventor Charles Babbage's thinking machine. ","Creston","2015",,,"Laurie Ann Wallmark","April Chu","3 thru 5","English","Biography/Autobiography","Picture Book",,"Mathematics, Women’s Studies, Mathematical Analysis, Mathematical Reasoning","English-Language Arts/General , Mathematics",,"Cook Prize"
"1432","Adventures of Connie and Diego, The (Las aventuras de Connie y Diego)","Tired of being laughed at because they were born with different colors on their bodies, a pair of twins run away to ask the animals where they belong. Turned away by the bear and the whale, they are accepted by the eagle. Alas, they cannot fly. Finally the tiger explains that they belong with humans. This tale of overcoming prejudice is told in English and Spanish. Bright artwork shows the twins drawn with many vivid colors.","Children's Book Press","1994",,"Alma Flor Ada","Maria Garcia","Malaquias Montoya","3 thru 5","Spanish/English","Fiction","Picture Book, Read Aloud","Multicultural","Diversity","History/Social Science, World Language","Not Applicable",
"40026","Adventures of Daniel Boom, a.k.a. Loud Boy: Sound Off, The","Daniel Boom is just like most kids, but with one exception: he has no “indoor voice.” As it turns out, Daniel was subjected to an experiment gone wrong as an infant and now learns of his “super powers.” Joining him are three pals who were also part of the experiment, and together they fight the evil, noise-hating mad scientist who is bent on making all kids behave. The first book in the “Adventures of Daniel Boom” series, this is a fun and colorful ride.","Grosset & Dunlap","2008",,,"D. J. Steinberg","Brian Smith","3 thru 5","English","Fiction, Humor","Graphic Novel",,"English-Language Arts/General, Visual Arts","Literacy/Motivation",,
"40298","Adventures of Mark Twain by Huckleberry Finn, The","Huck Finn has his turn to tell the story of his creator, Mark Twain. In Huck’s folksy twang, the book covers the life of Samuel Clemens: from his boyhood along the Mississippi River, to steamboat captain, to newspaper reporter, to a “for-real writer.” Reading the text aloud will bring Huck’s language to life. Illustrated with pen-and-ink and watercolor artwork. A time line of important dates in the life of Samuel Clemens is included.","Atheneum Books for Young Readers","2011",,,"Robert Burleigh","Barry Blitt","3 thru 5","English","Biography/Autobiography","Picture Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/General , English-Language Arts/Writing",,
"40028","Adventures of Nanny Piggins, The","Nanny Piggins, a common farm pig, answers Mr. Green’s ad for a nanny and takes on his three children, filling their days with fun, adventure, sweets, and love. The text is complemented by black-and-white illustrations. A humorous story suitable for reading aloud.","Little, Brown and Company","2010",,,"R. A. Spratt","Dan Santat","3 thru 5","English","Fiction, Humor","Early Chapter Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/General ",,
"776","Adventurous Life of Myles Standish and the Amazing-But-True Survival Story of Plymouth Colony, The","A very readable biography of Myles Standish, military soldier and leader of the Plymouth Colony, who sailed aboard the Mayflower to help protect the Pilgrims and their settlement in North America. Religious movements, key figures, and a balanced account of Pilgrim–Indian relations are explained. Includes bibliographical references and an index.","National Geographic","2006",,,"Cheryl Harness","Cheryl Harness","3 thru 5, 6 thru 8","English","Biography/Autobiography, Narrative Nonfiction",,"Native American, Western European","American History","History/Social Science","HSS 5.3, HSS 8.1",
"37441","Advice for a Frog","This selection depicts 14 exotic and/or endangered animals through poetry and larger-than-life paintings. Finely crafted verse features word play matched by the imaginative illustrations on double-page layouts. Included are pleas for environmental awareness and comments about each animal's status as of 1995. California author and illustrator.","Lothrop, Lee and Shepard","1995",,,"Alice Schertle","Norman Green","3 thru 5, 6 thru 8","English","Poetry","Picture Book, Read Aloud",,"English-Language Arts/General","Visual and Performing Arts, English-Language Arts/Literary Elements, Science","LS 3.3, LS 4.2, LS 4.3, LS 6.5, LS 7.5",
"38306","Aesop's Fables","This collection presents 53 fables, each illustrated by a different artist from past editions, starting in the fifteenth century. Not only are the fables useful, but the book is fascinating in discussing illustration through the ages.","Chronicle Books","1990",,,"Bernard Higton, Russell Ash","Alexander Calder, Arthur Rackham, Randolph Caldecott, Walter Crane","3 thru 5","English","Fable","Classic, Picture Book, Read Aloud",,"English-Language Arts/General","Visual and Performing Arts, English-Language Arts/Vocabulary",,
"40739","Aesop’s Fables","Sixteen of Aesop’s fables are set in the grasslands of Africa and portray the characters using African animals such as zebras, kudus, and mongrel dogs. Illustrations are framed in stylized borders, created with watercolor and pencil, and reflect the African flavor of the author’s adaptations. Use for reading aloud in literature or character education studies or in art units.","Frances Lincoln Children’s Books","2011",,,"Beverley Naidoo","Piet Grobler","K thru 2, 3 thru 5, 6 thru 8","English","Fable, Fiction","Picture Book, Read Aloud","African","Diversity, English-Language Arts/General, Visual Arts","Visual and Performing Arts, English-Language Arts/General ","VAPA V PreK-12.4",
"16224","Agua, El (The Water)","The water cycle, uses and importance of water to humans and animals are explored in simple text. The overlays presented in the text clarify the concepts of water usage for the readers.","Ediciones SM","1994",,"Paz  Barroso","Gallimard Jeunesse, Pierre-Marie Valat","Pierre-Marie  Valat","3 thru 5","Spanish","Nonfiction","Picture Book",,"Earth Science, Life Science (Biology)","Science","ES 5.3",
"16221","Agua, El (Water)","Detailed and varied colored illustrations accompanied by simple, easy-to-understand explanations introduce young readers to the water cycle. The importance of water conservation is presented. See other books in the Mundo Maravilloso (A First Discovery Book) series.","Ediciones SM","1995",,"Fernando Bort  Misol","Diane Costa de Beauregard",,"3 thru 5","Spanish","Nonfiction","Picture Book",,"Earth Science","Science","ES 4.5, ES 5.3",
"2498","Aida","Retells the story of Giuseppe Verdi's opera in which the love of the enslaved Aida, an Ethiopian princess, for an Egyptian general brings tragedy to all involved. Illustrated with stunning paintings that provide details.","Harcourt Brace","1997",,,"Leontyne Price","Leo and Diane Dillon","3 thru 5, 6 thru 8","English","Nonfiction",,"Middle Eastern","Global Historical Events and Figures, Music","Visual and Performing Arts","VAPA M PreK-12.1, VAPA M PreK-12.3",
"1762","Ain't Nothing But a Man: My Quest to Find the Real John Henry","This photobiography reveals the author's search for the story of the real John Henry, who was made famous through many versions of a folk song. Author Scott Reynolds Nelson explains the research process and primary and secondary sources. The reader discovers how to be a credible historian and learns about railroad history and the folk hero John Henry. Archival photos are abundant, and sepia-toned illustrations enhance the sense of history. Includes appendixes.","National Geographic","2008",,,"Marc Aronson, Scott Reynolds Nelson",,"3 thru 5, 6 thru 8","English","Biography/Autobiography, Folklore, Narrative Nonfiction, Tall Tale","Photo Essay","Black/African American","American History, Diversity, Ethnic Studies, Music","History/Social Science, Visual and Performing Arts","VAPA V PreK-12.3, HSS 5.8",
"15874","Air","Short vignettes illustrated with hand-colored photographs introduce the scientific and beneficial qualities of the air around us. The photographs will engage younger children and the text will explain more advanced concepts for older readers. See other books in the Elements series.","Henry Holt and Company","1995",,,"Ken Robbins","Ken Robbins","3 thru 5","English","Nonfiction","Photo Essay, Read Aloud",,"Earth Science, Life Science (Biology)","Science","LS 4.2, ES 5.3, ES 5.4",
"38280","Airmail to the Moon","Finding nothing from the Tooth Fairy, an angry Ora Mae accuses her family of stealing her tooth. Colorful scratchboard illustrations match the funny colloquial language and setting.","Holiday House","1988",,,"Tom Birdseye","Stephen  Gammell","3 thru 5","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/Literary Elements",,
"39562","Al Capone Does My Shirts","A twelve-year-old boy named Moose moves to Alcatraz Island in 1935 (when guards' families were housed there). He has to contend with his extraordinary new environment in addition to life with his autistic sister. California author and California setting.","G. P. Putnam's Sons/Penguin Young Readers Group","2004",,,"Gennifer Choldenko",,"3 thru 5, 6 thru 8","English","Historical Fiction","Read Aloud",,"English-Language Arts/General","History/Social Science","HSS 4.4","John and Patricia Beatty Award, Newbery Honor"
"38531","Alamat ng Palay (The Legend of Rice)","Since rice is the staple food of Filipinos, many stories exist about the rice plant, or palay. This book shows how the origin of palay is related to the livelihood of their ancestors before they became farmers. It shows how they change from nomads to settlers when they first learn how to plant palay.","Aklat Adarna","1992",,"Annie V.  Habulan","Victoria Anonuevo","Albert E.  Gamos","3 thru 5","Filipino/English","Fiction, Legend",,,"English-Language Arts/General","English-Language Arts/General ",,
"16751","Albert Einstein: Genius of the Twentieth Century","This is an early chapter-book introduction to the life and achievements of this famous scientist. His early life, later successes, and three major discoveries all are addressed. The well-written text and pleasing watercolors contribute to an informative and satisfying reading experience. A timeline is included.","Simon & Schuster","2005",,,"Patricia Lakin","Alan  Daniel","K thru 2, 3 thru 5","English","Biography/Autobiography","Early Chapter Book",,"Physical Science (Chemistry and Physics)","Science","I & E K.4",
"40083","Alchemy and Meggy Swann","Meggy arrives to work for her father, who is deeply involved in the world of alchemy and who has no time for his twelve-year-old daughter in this tale set in sixteenth-century London. Told with humor and accuracy, this story depicts a feisty young girl with a disability who is determined to make something of her life despite not being able to move around, except with walking sticks. Includes notes with bibliographical references and descriptions of Elizabethan culture.","Clarion Books","2010",,,"Karen Cushman",,"3 thru 5, 6 thru 8","English","Historical Fiction, Humor",,"Western European","Diversity, International Studies/World History, Women’s Studies","History/Social Science, English-Language Arts/General ","HSS 7.8",
"38286","Aldo Applesauce","Aldo Sossi, Aldo Applesauce, has a tough time adjusting to teasing and the nicknames popular in his new school. His only friend is a girl who wears a false moustache. Readers will want to explore other books by this popular author.","William Morrow and Company","1979",,,"Johanna Hurwitz",,"3 thru 5","English","Realistic Fiction","Early Chapter Book",,"English-Language Arts/General","English-Language Arts/General ",,
"16322","Aldo Leopold: American Ecologist","This is a biography about Aldo Leopold who wrote about the environment and the importance of protecting natural communities that included soils, water, plants, and animals as well as humans. This book contains many vintage photographs and traces Leopold's life as a forester, wildlife manager, and ecologist.","Franklin Watts","1995",,,"Peter Anderson",,"3 thru 5","English","Biography/Autobiography",,,"Life Science (Biology)","English-Language Arts/Literary Elements, Science","LS 3.3, LS 4.2, LS 4.3",
"40051","Alexander the Great ","A colorful overview of the life of Alexander the Great that discusses his family, bravery, education, military skills, defeat of the Persians, marriages, and death. Demi’s lavish, mixed-media illustrations and her signature red and gold tones highlight Alexander’s electrifying life.","Marshall Cavendish Children","2010",,," Demi"," Demi","3 thru 5, 6 thru 8","English","Biography/Autobiography, Narrative Nonfiction","Picture Book","Middle Eastern, Western European","Geography, International Studies/World History, War","History/Social Science","HSS 6.4, HSS 7.1",
"15640","Alexander, Who Used to Be Rich Last Sunday","Alexander's grandparents give him a dollar and he is rich. Although he and his money are quickly parted, he comes to realize all the things that can be done with a dollar. The book is illustrated with pen-and-ink drawings that make the most of his humorous situation.","Aladdin Books","1988","1987",,"Judith Viorst","Ray Cruz","K thru 2, 3 thru 5","English","Fiction","Picture Book, Read Aloud",,"Mathematical Reasoning, Number Sense","History/Social Science, Mathematics","HSS 1.6, Math 2.MD.1-10, Math 2.MP.1-8, Math 3.MP.1-8",
"1401","Alia's Mission: Saving the Books of Iraq","Tells the true story of the chief librarian of the Central Library in Basra, Iraq, who was responsible for saving more than 70 percent of the valuable library collection before the beginning of the Iraq War in 2003. After being told that no help was available, the librarian took it upon herself to move books into neighbors' homes and shops for protection. Illustrated in a graphic format, this is an engaging book for reluctant readers.","Knopf","2004",,,"Mark Allen Stamaty","Mark Allen Stamaty","3 thru 5, 9 thru 12","English","Narrative Nonfiction","Graphic Novel, Struggling Reader","Middle Eastern","Global Historical Events and Figures, International Studies/World History, War, Women’s Studies","History/Social Science","HSS 10.9",
"38533","Alibaru: La ronda de las estaciones (Alibaru: Seasons' Lyrics)","This anthology of poems reflects the writing of some of the most popular modern-day Hispanic poets. Contributors to this text include Federico Garcia Lorca, Nicolas Guillen, Amado Nervo, and Alfonsina Storni.","Madrid: Ediciones Gaviota","1999",,,"Jose Mariax Plaza (selector)","Jose Maria Plaza","K thru 2, 3 thru 5, 6 thru 8","Spanish","Poetry","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"38858","Alice in Wonderland","Illustrator Helen Oxenbury has adapted this classic with the creation of a magical world with funny, fabulous creatures and inviting landscapes as a backdrop for a modern Alice. Readers will enjoy comparing the original with this adaptation.","Candlewick Press","1999","1865",,"Lewis Carroll","Helen  Oxenbury","3 thru 5","English","Fantasy","Classic",,"English-Language Arts/General","English-Language Arts/Literary Elements, English-Language Arts/Vocabulary",,
"36702","Alice Ramsey's Grand Adventure","In 1909 Alice Ramsey drove her Maxwell automobile from New York to San Francisco and thus became the first woman to drive coast-to-coast. This narrative, which can be enjoyed by all ages, shows one woman's determination and character.","Houghton Mifflin","1997",,,"Don Brown","Don Brown","3 thru 5","English","Biography/Autobiography, Narrative Nonfiction","Picture Book, Read Aloud",,"English-Language Arts/General","History/Social Science","HSS K.6, HSS 1.4, HSS 2.5",
